R@1_I2T,R@5_I2T,R@10_I2T,R@1_T2I,R@5_T2I,R@10_T2I,pos_neg_gap
0.027586206793785095,0.05747126415371895,0.1034482792019844,0.009195402264595032,0.025287356227636337,0.05747126415371895,1.045043706893921
